,,Model,Make_Year,Driven_Kilometers,Fuel,Transmission,Owner(s),Mileage,Engine,Price,Location
257,,Maruti Celerio VXI AT,2015,77000,Petrol,Automatic,1,23.1,998,495000,Bangalore
258,,Toyota Land Cruiser - VX Standard,2011,59000,Diesel,Automatic,1,9,4461,7575000,Bangalore
259,,BMW  Series d,2014,71000,Diesel,Automatic,1,22.69,1995,1975000,Bangalore
260,,Audi Q  TDI Quattro Premium Plus,2015,70000,Diesel,Automatic,2,15.73,1968,2250000,Bangalore
261,,BMW X xDrived,2009,67000,Diesel,Automatic,1,11.2,2993,2600000,Bangalore
262,,Audi A . TDI  Bhp Premium Plus,2014,44000,Diesel,Automatic,2,17.11,1968,1789999,Bangalore
263,,Jaguar F-Pace - Prestige . AWD,2018,46000,Diesel,Automatic,1,16.38,1999,5275000,Bangalore
264,,Mercedes-Benz GL-Class d MATIC Style,2017,30000,Diesel,Automatic,1,17.9,2143,4475000,Bangalore
265,,Audi A . TDI,2014,77000,Diesel,Automatic,1,16.55,1968,1650000,Bangalore
266,,BMW X xDrived,2012,81000,Diesel,Automatic,2,16.09,1995,1850000,Bangalore
267,,Skoda Superb Elegance . TSI AT,2013,55571,Petrol,Automatic,2,13.7,1798,965000,Bangalore
268,,Mahindra XUV AT W FWD,2017,80000,Diesel,Automatic,1,16,2179,1550000,Bangalore
269,,Mitsubishi Pajero Sport X AT,2015,66000,Diesel,Automatic,2,13.5,2477,1650000,Bangalore
270,,Audi A  TDI,2016,54000,Diesel,Automatic,1,18.53,1968,2575000,Bangalore
271,,Mahindra XUV W AT,2018,30000,Diesel,Automatic,1,15.1,2179,1545000,Bangalore
272,,Audi A . TDI  Bhp Premium Plus,2013,88000,Diesel,Automatic,2,17.11,1968,1350000,Bangalore
273,,Jaguar XF . Litre S Premium Luxury,2014,30000,Diesel,Automatic,1,14.74,2993,3500000,Bangalore
274,,BMW X xDrived,2013,100000,Diesel,Automatic,2,16.09,1995,1775000,Bangalore
275,,Mercedes-Benz GL-Class  CDI Luxury,2012,58000,Diesel,Automatic,1,12,2987,3300000,Bangalore
276,,Mercedes-Benz E-Class  CDI,2009,90000,Diesel,Automatic,2,10,2143,999000,Bangalore
277,,Mercedes-Benz GLA Class  d Sport,2015,70000,Diesel,Automatic,2,17.9,2143,2100000,Bangalore
278,,Ford Endeavour . Titanium AT X,2018,87000,Diesel,Automatic,1,10.91,3198,2900000,Bangalore
279,,BMW  Series d Luxury Line,2014,31100,Diesel,Automatic,1,18.12,1995,2200000,Bangalore
280,,Land Rover Range Rover Evoque . TD HSE Dynamic,2017,37000,Diesel,Automatic,1,15.68,1999,4250000,Bangalore
281,,Mercedes-Benz CLA  CDI Sport,2017,51000,Diesel,Automatic,1,17.9,2143,2750000,Bangalore
282,,Maruti Celerio VXI AT Optional,2016,56000,Petrol,Automatic,1,23.1,998,465000,Bangalore
283,,Mercedes-Benz C-Class C  CDI Avantgarde,2016,100000,Diesel,Automatic,1,19.27,2143,2474000,Bangalore
284,,Porsche Panamera Diesel hp,2013,43000,Diesel,Automatic,1,18.18,2967,5200000,Bangalore
285,,Skoda Superb Elegance . TSI AT,2010,106000,Petrol,Automatic,2,13.7,1798,700000,Bangalore
286,,Toyota Corolla H,2008,112711,Petrol,Automatic,2,13.4,1794,385000,Bangalore
287,,Mercedes-Benz GLE Class d,2017,69000,Diesel,Automatic,2,11.57,2987,4950000,Bangalore
288,,Mercedes-Benz CLA  CDI Style,2015,69000,Diesel,Automatic,2,17.9,2143,2100000,Bangalore
289,,Mercedes-Benz C-Class  CDI AT,2013,90000,Diesel,Automatic,2,14.84,2143,1575000,Bangalore
290,,Audi Q  TDI Quattro Premium Plus,2017,58500,Diesel,Automatic,1,15.17,1968,2850000,Bangalore
291,,Honda Brio VX AT,2016,50000,Petrol,Automatic,2,16.5,1198,630000,Bangalore
292,,Audi Q  TDI Quattro Premium,2014,67000,Diesel,Automatic,2,15.73,1968,2150000,Bangalore
293,,Skoda Superb LK . TSI AT,2016,70000,Petrol,Automatic,2,14.67,1798,1800000,Bangalore
294,,Skoda Octavia Elegance . TDI AT,2014,86000,Diesel,Automatic,1,19.3,1968,1375000,Bangalore
295,,Audi Q  TDI Quattro Premium Plus,2015,20000,Diesel,Automatic,2,15.73,1968,2350000,Bangalore
296,,Toyota Camry Hybrid .,2015,103878,Petrol,Automatic,1,19.16,2487,1585000,Bangalore
297,,Ford Endeavour . Titanium AT X,2016,60000,Diesel,Automatic,1,10.91,3198,2775000,Bangalore
298,,Mercedes-Benz CLA  CDI Sport,2015,22000,Diesel,Automatic,1,17.9,2143,2600000,Bangalore
299,,Jaguar XF . Litre S Premium Luxury,2012,110000,Diesel,Automatic,1,14.74,2993,2150000,Bangalore
300,,Toyota Innova Crysta - . GX AT BSIV,2019,13833,Diesel,Automatic,1,11.36,2755,2145000,Bangalore
301,,Mercedes-Benz C-Class C  CDI Elegance AT,2010,78000,Diesel,Automatic,2,14.84,2143,1050000,Bangalore
302,,Volkswagen Jetta . Highline TDI,2009,87000,Diesel,Automatic,3,15.5,1896,475000,Bangalore
303,,Maruti Ciaz Alpha AT,2017,17000,Petrol,Automatic,2,20.04,1462,775000,Bangalore
304,,Skoda Rapid . TDI AT Elegance Plus,2016,64000,Diesel,Automatic,1,21.66,1498,725000,Bangalore
305,,Land Rover Discovery Sport SD HSE Luxury,2018,40000,Diesel,Automatic,1,12.97,2179,4775000,Bangalore
306,,Land Rover Range Rover Evoque . TD HSE Dynamic,2017,37000,Diesel,Automatic,1,15.68,1999,4295000,Bangalore
307,,Mercedes-Benz M-Class ML  CDI,2015,64000,Diesel,Automatic,1,15.26,2143,3345000,Bangalore
308,,BMW  Series d Sport Line,2015,64000,Diesel,Automatic,1,18.88,1995,2275000,Bangalore
309,,BMW X sDrive d xLine,2013,72000,Diesel,Automatic,2,20.68,1995,1450000,Bangalore
310,,Land Rover Range Rover LWB . SDV Vogue SE,2013,54000,Diesel,Automatic,2,11.49,4367,9100000,Bangalore
311,,Mahindra Ssangyong Rexton RX,2013,125000,Diesel,Automatic,1,11.18,2696,1050000,Bangalore
312,,Mercedes-Benz E-Class E CDI Avantgrade,2014,60000,Diesel,Automatic,1,13,2143,2450000,Bangalore
313,,Mercedes-Benz C-Class C  CDI Avantgarde,2015,66000,Diesel,Automatic,1,19.27,2143,2800000,Bangalore
314,,Skoda Superb Elegance . TSI AT,2013,99000,Petrol,Automatic,2,13.7,1798,1125000,Bangalore
315,,Mercedes-Benz GLA Class  d Style,2015,55000,Diesel,Automatic,2,17.9,2143,2200000,Bangalore
316,,Porsche Panamera Diesel,2013,25000,Diesel,Automatic,1,7.5,4806,5100000,Bangalore
317,,Mercedes-Benz E-Class E CDI Elegance,2010,73000,Diesel,Automatic,2,14.21,2143,1500000,Bangalore
318,,Mercedes-Benz C-Class  CDI AT,2005,87000,Diesel,Automatic,2,14.84,2143,670000,Bangalore
319,,Audi Q . TDI Quattro Premium Plus,2014,116000,Diesel,Automatic,2,15.73,1968,1725000,Bangalore
320,,BMW  Series d Luxury Line,2015,38000,Diesel,Automatic,2,22.69,1995,2350000,Bangalore
321,,Mercedes-Benz GLE Class d,2016,70000,Diesel,Automatic,1,17.9,2143,4500000,Bangalore
322,,BMW  Series Ld Sedan,2010,71000,Diesel,Automatic,1,16.46,2993,1950000,Bangalore
323,,Audi A  TDI,2019,12000,Diesel,Automatic,1,18.53,1968,4800000,Bangalore
324,,Audi Q  TDI Quattro Premium Plus,2015,48000,Diesel,Automatic,1,15.17,1968,2250000,Bangalore
325,,Land Rover Range Rover Evoque . TD Pure,2015,98000,Diesel,Automatic,1,15.68,1999,3150000,Bangalore
326,,BMW X xDrive d,2017,33000,Diesel,Automatic,1,11.7,2993,5490000,Bangalore
327,,Hyundai Verna . SX VTVT (O) AT,2012,58000,Petrol,Automatic,2,17.1,1591,575000,Bangalore
328,,Honda Brio VX AT,2014,80000,Petrol,Automatic,2,16.5,1198,525000,Bangalore
329,,Audi Q  TDI quattro Premium Plus,2016,75000,Diesel,Automatic,2,14.16,1968,2750000,Bangalore
330,,Maruti Baleno Zeta CVT,2018,23000,Petrol,Automatic,1,19.56,1197,750000,Bangalore
331,,Hyundai Venue SX Plus Turbo DCT BSIV,2019,21000,Petrol,Automatic,1,18.15,998,1150000,Bangalore
332,,Kia Carnival Limousine,2020,14000,Diesel,Automatic,1,14.11,2199,3575000,Bangalore
333,,Hyundai Grand i AT Sportz,2016,45000,Petrol,Automatic,3,18.9,1197,545000,Bangalore
334,,Mahindra Ssangyong Rexton RX,2013,125000,Diesel,Automatic,1,11.18,2696,1025000,Bangalore
335,,Land Rover Range Rover Evoque .L Prestige,2013,130000,Diesel,Automatic,2,12.7,2179,2800000,Bangalore
336,,Ford EcoSport . Petrol Titanium Plus AT,2018,12000,Petrol,Automatic,1,14.7,1496,1050000,Bangalore
337,,Volkswagen Beetle . TSI,2011,20000,Petrol,Automatic,1,17.68,1395,1875000,Bangalore
338,,Toyota Fortuner - . WD AT,2020,20000,Diesel,Automatic,1,12.9,2755,3975000,Bangalore
339,,Hyundai i Sportz AT .,2013,77000,Petrol,Automatic,3,15,1396,470000,Bangalore
340,,Toyota Innova Crysta - . ZX AT BSIV,2018,78000,Diesel,Automatic,1,11.36,2755,2175000,Bangalore
341,,BMW X sDrived,2012,80000,Diesel,Automatic,2,17.05,1995,1395000,Bangalore
342,,Toyota Innova Crysta - . ZX AT BSIV,2017,50000,Diesel,Automatic,1,11.36,2755,2150000,Bangalore
343,,Mercedes-Benz E-Class E CDI Avantgarde,2014,48000,Diesel,Automatic,1,13,2143,2650000,Bangalore
344,,Audi A  TDI,2015,79000,Diesel,Automatic,2,18.53,1968,2265000,Bangalore
345,,Jaguar XF . Litre S Premium Luxury,2015,38000,Diesel,Automatic,1,14.74,2993,2750000,Bangalore
346,,Maruti Swift AMT ZDI,2018,56000,Diesel,Automatic,1,28.4,1248,785000,Bangalore
347,,Audi Q TDI Premium Plus,2018,58000,Diesel,Automatic,1,17.01,1968,3495000,Bangalore
348,,Mercedes-Benz S-Class  CDI,2009,39000,Diesel,Automatic,1,13,2987,2500000,Bangalore
349,,Ford Endeavour Titanium Plus X,2017,80000,Diesel,Automatic,2,14.2,3198,2975000,Bangalore
350,,Audi Q - . TDI Quattro Technology,2013,88000,Diesel,Automatic,2,12.07,2967,2850000,Bangalore
351,,Volvo V D R Design,2015,46000,Diesel,Automatic,2,16.8,1969,1775000,Bangalore
352,,Audi Q . TDI Quattro,2010,133000,Diesel,Automatic,2,12.19,2967,1195000,Bangalore
353,,Volvo XC  D R-Design,2017,80000,Diesel,Automatic,2,17.2,1969,4900000,Bangalore
354,,Renault Duster PS Diesel RxZ AMT,2016,60000,Diesel,Automatic,2,19.6,1461,890000,Bangalore
355,,Audi A  TDI Premium Plus,2015,41000,Diesel,Automatic,2,20.38,1968,1925000,Bangalore
356,,MG Hector Sharp AT BSIV,2019,39000,Petrol,Automatic,2,13.96,1451,2100000,Bangalore
357,,Jaguar XF . Litre S Premium Luxury,2014,38000,Diesel,Automatic,1,14.74,2993,2700000,Bangalore
358,,Audi Q  TDI Quattro Premium Plus,2018,22000,Diesel,Automatic,1,15.17,1968,3225000,Bangalore
359,,Mercedes-Benz GLS - d Grand Edition,2018,42500,Diesel,Automatic,1,11,2987,7250000,Bangalore
360,,Maruti Ciaz Alpha Automatic BSIV,2018,24000,Petrol,Automatic,1,20.28,1462,1050000,Bangalore
361,,Audi Q  TDI quattro Premium Plus,2017,31000,Diesel,Automatic,1,14.16,1968,3490000,Bangalore
362,,Honda Civic . V AT,2009,83000,Petrol,Automatic,2,12.9,1799,425000,Bangalore
363,,BMW  Series d Sport,2015,50000,Diesel,Automatic,1,22.69,1995,2150000,Bangalore
364,,Maruti Celerio ZXI AMT,2019,25000,Petrol,Automatic,2,21.63,998,575000,Bangalore
365,,Volkswagen Vento Petrol Highline AT,2011,90000,Petrol,Automatic,2,14.4,1598,425000,Bangalore
366,,Audi TT . TFSI,2011,12000,Petrol,Automatic,1,9.9,1984,2750000,Bangalore
367,,Hyundai Creta SX Opt Turbo,2020,30000,Petrol,Automatic,1,16.8,1353,2050000,Bangalore
368,,Ford EcoSport . Ti VCT AT Titanium BSIV,2018,12000,Petrol,Automatic,1,15.63,1499,1075000,Bangalore
369,,Mercedes-Benz CLA  Sport Edition,2015,70000,Petrol,Automatic,1,15.04,1991,1975000,Bangalore
370,,Volkswagen Polo GT TSI,2013,73000,Petrol,Automatic,2,17.2,1197,545000,Bangalore
371,,Volkswagen Tiguan . TDI Highline,2018,50000,Diesel,Automatic,1,16.65,1968,2850000,Bangalore
372,,Toyota Fortuner - . WD AT,2019,35000,Diesel,Automatic,1,12.9,2755,3550000,Bangalore
373,,Mercedes-Benz C-Class C  CDI Avantgarde,2017,49000,Diesel,Automatic,1,19.27,2143,2975000,Bangalore
374,,Mercedes-Benz M-Class ML  CDI,2015,74000,Diesel,Automatic,1,15.26,2143,3350000,Bangalore
375,,Mercedes-Benz GL-Class d MATIC Sport,2017,33000,Diesel,Automatic,1,17.9,2143,4495000,Bangalore
376,,Audi A . TDI,2014,97021,Diesel,Automatic,1,17.68,1968,2275000,Bangalore
377,,Honda CR V .L WD AT AVN,2013,95000,Petrol,Automatic,1,12,2354,1000000,Bangalore
378,,BMW  Series d,2014,59000,Diesel,Automatic,2,22.69,1995,1850000,Bangalore
379,,Maruti Baleno Zeta CVT,2017,34000,Petrol,Automatic,2,19.56,1197,795000,Bangalore
380,,Mercedes-Benz GL-Class  CDI Blue Efficiency,2015,83000,Diesel,Automatic,2,11.3,2987,5150000,Bangalore
381,,BMW  Series d,2011,37000,Diesel,Automatic,2,16.73,1995,1875000,Bangalore
382,,Maruti Celerio ZXI AMT BSIV,2019,25000,Petrol,Automatic,2,23.1,998,595000,Bangalore
383,,Audi A  TDI Premium,2015,79000,Diesel,Automatic,2,17.68,1968,2240000,Bangalore
384,,Ford Endeavour . Titanium AT X,2016,50000,Diesel,Automatic,1,10.91,3198,2740000,Bangalore
385,,Skoda Octavia Elegance . TSI AT,2014,79000,Petrol,Automatic,2,14.7,1798,1400000,Bangalore
386,,Audi Q -  TDI Quattro Premium Plus,2015,58000,Diesel,Automatic,2,12.07,2967,3850000,Bangalore
387,,Honda Brio VX AT,2014,70000,Petrol,Automatic,2,16.5,1198,545000,Bangalore
388,,Mercedes-Benz E-Class E CDI Avantgrade,2015,30000,Diesel,Automatic,2,13,2143,2750000,Bangalore
389,,Audi A  TDI Technology,2018,40000,Diesel,Automatic,1,18.25,1968,3150000,Bangalore
390,,Hyundai Santa Fe WD AT,2014,110000,Diesel,Automatic,2,13.01,2199,1425000,Bangalore
391,,Land Rover Range Rover . TDV Vogue SE Diesel,2011,77000,Diesel,Automatic,1,10.2,4367,3300000,Bangalore
392,,Land Rover Range Rover Evoque . TD HSE Dynamic,2017,37000,Diesel,Automatic,1,15.68,1999,4475000,Bangalore
393,,Hyundai Grand i AT Asta,2015,64000,Petrol,Automatic,1,18.9,1197,560000,Bangalore
394,,Mahindra XUV AT W FWD,2017,65000,Diesel,Automatic,1,16,2179,1425000,Bangalore
395,,Mercedes-Benz C-Class C  CDI Elegance AT,2016,74000,Diesel,Automatic,1,14.84,2143,2500000,Bangalore
396,,Volkswagen Polo - GT TSI,2018,45000,Petrol,Automatic,1,17.21,1197,875000,Bangalore
397,,Hyundai i Sportz AT,2011,56000,Petrol,Automatic,2,16.95,1197,325000,Bangalore
398,,Audi A . TDI Multitronic,2013,32000,Diesel,Automatic,1,16.55,1968,1625000,Bangalore
399,,Mahindra XUV AT W . mHawk,2017,76000,Diesel,Automatic,2,16,1997,1250000,Bangalore
400,,Audi A . TDI  Bhp Premium Plus,2013,91000,Diesel,Automatic,2,17.11,1968,1425000,Bangalore
401,,Audi A  TDI,2015,20000,Diesel,Automatic,1,18.53,1968,2650000,Bangalore
402,,Jaguar XE - .L Diesel Portfolio,2019,14000,Diesel,Automatic,1,13.5,1999,4200000,Bangalore
403,,Audi A . TDI Premium Plus,2012,60000,Diesel,Automatic,2,17.68,1968,1750000,Bangalore
404,,BMW X xDrive d M Sport,2015,65000,Diesel,Automatic,1,15.97,2993,4275000,Bangalore
405,,Ford Endeavour . Titanium AT X,2018,75000,Diesel,Automatic,1,10.91,3198,2950000,Bangalore
406,,Toyota Fortuner x AT,2014,101000,Diesel,Automatic,2,12.55,2982,1789999,Bangalore
407,,Hyundai i Sportz . AT,2009,62000,Petrol,Automatic,2,16.95,1197,320000,Bangalore
408,,Mercedes-Benz CLA  CDI Sport,2015,68000,Diesel,Automatic,1,17.9,2143,2075000,Bangalore
409,,Hyundai i Sportz AT,2010,75000,Petrol,Automatic,2,16.95,1197,350000,Bangalore
410,,MG Hector Sharp AT BSIV,2021,3000,Petrol,Automatic,1,13.96,1451,2100000,Bangalore
411,,Honda New Accord - . AT,2008,63000,Petrol,Automatic,3,11.7,2354,484999,Bangalore
412,,Land Rover Range Rover . TDV Vogue SE,2012,160000,Diesel,Automatic,1,10.2,3628,4000000,Bangalore
413,,Skoda Octavia Elegance . TDI AT,2014,86668,Diesel,Automatic,1,19.3,1968,1365000,Bangalore
414,,Volkswagen Polo - GT TSI,2017,38220,Petrol,Automatic,1,17.21,1197,894999,Bangalore
415,,Honda Civic . V AT,2009,78000,Petrol,Automatic,3,13.9,1799,350000,Bangalore
416,,Toyota Innova Crysta - . ZX AT BSIV,2017,9816,Diesel,Automatic,1,11.36,2755,2265000,Bangalore
417,,Honda City . V AT,2009,45000,Petrol,Automatic,2,16.8,1497,445000,Bangalore
418,,Toyota Corolla H,2008,113000,Petrol,Automatic,2,11.3,1794,285000,Bangalore
419,,Ford Endeavour . Titanium AT X Sunroof,2018,25000,Diesel,Automatic,2,12.62,2198,2750000,Bangalore
420,,Honda CR-V .L WD AT,2013,93000,Petrol,Automatic,2,12,2354,1275000,Bangalore
421,,Hyundai i Sportz AT,2011,45000,Petrol,Automatic,3,16.95,1197,325000,Bangalore
422,,Mahindra XUV AT W FWD,2017,39646,Diesel,Automatic,1,16,2179,1675000,Bangalore
423,,Hyundai Grand i Asta Option AT,2016,39859,Petrol,Automatic,2,18.9,1197,600000,Bangalore
424,,Honda Civic . V AT,2011,71677,Petrol,Automatic,2,13.9,1799,565000,Bangalore
425,,Maruti Ignis . AMT Zeta BSIV,2017,17654,Petrol,Automatic,1,20.89,1197,635000,Bangalore
426,,MG Hector Sharp AT BSIV,2020,5697,Petrol,Automatic,1,13.96,1451,1889999,Bangalore
427,,Jaguar XJ .L Portfolio,2016,13286,Diesel,Automatic,1,14.47,2993,6700000,Bangalore
428,,Honda Jazz VX CVT,2018,18754,Petrol,Automatic,1,18.2,1199,894999,Bangalore
429,,Hyundai i Sportz AT .,2014,62800,Petrol,Automatic,1,15,1396,535000,Bangalore
430,,Volkswagen Tiguan . TDI Highline,2018,54709,Diesel,Automatic,1,16.65,1968,2800000,Bangalore
431,,Skoda Octavia Elegance . TDI AT,2015,110200,Diesel,Automatic,1,19.3,1968,1215000,Bangalore
432,,Hyundai Venue SX Plus Turbo DCT,2019,20945,Petrol,Automatic,1,18.15,998,1195000,Bangalore
433,,Ford Endeavour . Titanium AT X,2017,47000,Diesel,Automatic,1,10.91,3198,2925000,Bangalore
434,,Honda City i VTEC CVT SV,2015,68100,Petrol,Automatic,2,18,1497,795000,Bangalore
435,,Skoda Rapid . MPI AT Elegance Black Package,2014,70000,Petrol,Automatic,2,14.3,1598,575000,Bangalore
436,,Mercedes-Benz E-Class E CDI,2004,99000,Diesel,Automatic,1,11,2987,790000,Bangalore
437,,Maruti Alto K VXI AGS,2015,5876,Petrol,Automatic,1,23.95,998,399000,Bangalore
438,,Tata Nexon . Revotron XZA Plus,2019,25198,Petrol,Automatic,1,17,1198,990000,Bangalore
439,,Renault Fluence .,2012,85000,Petrol,Automatic,2,13.4,1997,395000,Bangalore
440,,Chevrolet Cruze LTZ AT,2015,53000,Diesel,Automatic,3,14.81,1998,635000,Bangalore
441,,BMW X sDrive d xLine,2017,35000,Diesel,Automatic,1,20.68,1995,2865000,Bangalore
442,,BMW  Series Ld,2010,90000,Diesel,Automatic,2,14.49,2993,1350000,Bangalore
443,,Toyota Fortuner - . WD AT BSIV,2019,33482,Diesel,Automatic,1,15.04,2755,3700000,Bangalore
444,,Kia Seltos GTX Plus DCT,2021,6400,Petrol,Automatic,1,16.8,1353,1945000,Bangalore
445,,BMW  Series d Sedan,2011,78000,Diesel,Automatic,3,16.73,2993,1365000,Bangalore
446,,Skoda Rapid . TDI AT Style BSIV,2018,90098,Diesel,Automatic,1,21.72,1498,950000,Bangalore
447,,Maruti XL Alpha AT,2020,4000,Petrol,Automatic,1,17.99,1462,1260000,Bangalore
448,,Toyota Fortuner - . WD AT,2018,9782,Diesel,Automatic,1,15.04,2755,3750000,Bangalore
449,,Mercedes-Benz S-Class - S  CDI,2009,38000,Diesel,Automatic,1,13.5,2987,2400000,Bangalore
450,,Mitsubishi Pajero Sport X AT,2015,95500,Diesel,Automatic,2,13.5,2477,1395000,Bangalore
451,,Mahindra XUV AT W AWD,2017,88977,Diesel,Automatic,1,16,2179,1485000,Bangalore
452,,Honda City i VTEC CVT VX,2014,81000,Petrol,Automatic,1,18,1497,750000,Bangalore
453,,Mahindra XUV AT W FWD,2018,69285,Diesel,Automatic,1,16,2179,1600000,Bangalore
454,,Renault KWID AMT,2018,6500,Petrol,Automatic,1,24.04,999,449000,Bangalore
455,,Skoda Rapid Monte Carlo . MPI AT BSIV,2019,13191,Petrol,Automatic,1,14.3,1598,1195000,Bangalore
456,,BMW  Series d Luxury Line,2018,120000,Diesel,Automatic,1,20.37,1995,3800000,Bangalore
457,,Hyundai Verna . SX VTVT AT,2014,66000,Petrol,Automatic,1,15.74,1591,635000,Bangalore
458,,Hyundai i Sportz AT,2011,63911,Petrol,Automatic,2,16.95,1197,369000,Bangalore
459,,Hyundai i Sportz AT,2011,63911,Petrol,Automatic,2,16.95,1197,369000,Bangalore
460,,BMW X sDrived,2012,74000,Diesel,Automatic,2,17.05,1995,875000,Bangalore
461,,Hyundai Grand i AT Sportz,2014,57000,Petrol,Automatic,2,18.9,1197,475000,Bangalore
462,,Skoda Superb Style . TSI AT,2016,59000,Petrol,Automatic,1,14.67,1798,2400000,Bangalore
463,,Audi Q . TDI Quattro Premium Plus,2014,72000,Diesel,Automatic,1,15.73,1968,1775000,Bangalore
464,,Maruti Swift Dzire AMT ZDI Plus,2017,56000,Diesel,Automatic,1,28.4,1248,840000,Bangalore
465,,Hyundai Verna . SX VTVT AT,2014,69500,Petrol,Automatic,1,15.74,1591,675000,Bangalore
466,,Mahindra XUV AT W FWD,2016,55041,Diesel,Automatic,1,16,2179,1499000,Bangalore
467,,BMW  Series d Luxury Line,2013,67000,Diesel,Automatic,3,22.69,1995,1785000,Bangalore
468,,Mercedes-Benz GL-Class  CDI Blue Efficiency,2015,45000,Diesel,Automatic,1,11.3,2987,5301000,Bangalore
469,,Hyundai Grand i Asta Option AT,2015,19000,Petrol,Automatic,1,18.9,1197,620000,Bangalore
470,,Nissan Teana jM,2007,90000,Petrol,Automatic,3,9.1,2349,325000,Bangalore
471,,Ford EcoSport . Petrol Titanium Plus AT,2017,21045,Petrol,Automatic,1,14.7,1496,1050000,Bangalore
472,,BMW X xDrive d Expedition,2018,19000,Diesel,Automatic,2,15.97,2993,5800000,Bangalore
473,,Audi A . TDI  Bhp Premium Plus,2013,39000,Diesel,Automatic,1,17.11,1968,1700000,Bangalore
474,,Mercedes-Benz C-Class C  CDI Avantgarde,2018,37417,Diesel,Automatic,1,19.27,2143,3476000,Bangalore
475,,Mitsubishi Pajero Sport X AT,2015,187000,Diesel,Automatic,1,13.5,2477,1225000,Bangalore
476,,Honda City . GXI CVT,2004,97000,Petrol,Automatic,2,14.5,1493,245000,Bangalore
477,,Kia Seltos HTX Plus AT D,2020,36179,Diesel,Automatic,1,17.8,1493,1820000,Bangalore
478,,Ford Endeavour . Titanium AT X,2017,41000,Diesel,Automatic,1,12.62,2198,2340000,Chennai
479,,Ford Endeavour . Trend AT X,2017,60000,Diesel,Automatic,1,10.91,3198,2300000,Chennai
480,,Toyota Innova Crysta - . AT Touring Sport BSIV,2017,78119,Diesel,Automatic,1,11.36,2755,1900000,Chennai
481,,Mercedes-Benz E-Class Exclusive E  d BSIV,2017,12000,Diesel,Automatic,1,16.1,1950,4550000,Chennai
482,,Honda Jazz . V AT i VTEC,2016,45000,Petrol,Automatic,1,19,1199,690000,Chennai
483,,BMW  Series Ld,2015,40000,Diesel,Automatic,2,16.46,2993,3800000,Chennai
484,,Maruti Celerio ZXI AT,2016,35000,Petrol,Automatic,1,23.1,998,425000,Chennai
485,,Volkswagen Vento . TDI Highline AT,2016,55000,Diesel,Automatic,1,22.15,1498,860000,Chennai
486,,Volkswagen Polo - GT TSI,2014,29000,Petrol,Automatic,2,17.21,1197,620000,Chennai
487,,Honda Brio VX AT,2015,37000,Petrol,Automatic,2,16.5,1198,459999,Chennai
488,,Hyundai Grand i AT Asta,2016,55599,Petrol,Automatic,1,18.9,1197,484999,Chennai
489,,Maruti Swift AMT VXI,2019,21000,Petrol,Automatic,1,21.21,1197,690000,Chennai
490,,Maruti Wagon R AMT VXI,2015,19600,Petrol,Automatic,1,20.51,998,430000,Chennai
491,,BMW  Series d,2011,92000,Diesel,Automatic,1,13.2,1995,775000,Chennai
492,,New Skoda Rapid . TSI Ambition AT,2018,13500,Petrol,Automatic,1,16.24,999,990000,Chennai
493,,Ford Endeavour Titanium Plus X AT,2020,4500,Diesel,Automatic,1,13.9,1996,3500000,Chennai
494,,Toyota Fortuner x AT,2016,155001,Diesel,Automatic,1,12.55,2982,1950000,Chennai
495,,Maruti Swift Dzire AMT ZDI,2016,75000,Diesel,Automatic,1,26.59,1248,590000,Chennai
496,,Audi A . TDI,2013,71000,Diesel,Automatic,1,17.68,1968,1700000,Chennai
497,,Volkswagen Polo - GT TSI,2017,24000,Petrol,Automatic,1,17.21,1197,785000,Chennai
498,,BMW  Series GT Luxury Line,2017,50000,Diesel,Automatic,1,21.76,1995,3200000,Chennai
499,,Audi A  TDI Premium Sport,2011,75000,Diesel,Automatic,1,17.11,1968,1370000,Chennai
